protocol,category,network
mantra_protocol,nft_lending,cronos
llamapay,payments,cronos
vies_token,ponzi,cronos
croissant_games,prediction_market,cronos
cronos_bet,prediction_market,cronos
crovegas,prediction_market,cronos
bank_of_cronos_ohm,reserve_currency,cronos
fortune_dao,reserve_currency,cronos
gamblefi,reserve_currency,cronos
minotaur_money,reserve_currency,cronos
cronews,sofi,cronos
coinscope,token_locker,cronos
flokifi_locker,token_locker,cronos
team_finance,token_locker,cronos
adamant_finance,yield,cronos
blackbird_finance,yield,cronos
cougarswap,yield,cronos
croblanc,yield,cronos
cronofi_finance,yield,cronos
crystl_finance,yield,cronos
cyber_dog,yield,cronos
izumi_liquidbox,yield,cronos
kafe_finance,yield,cronos
metf_finance,yield,cronos
salem_finance,yield,cronos
stormswap,yield,cronos
thetanuts_finance,yield,cronos
yieldwolf,yield,cronos
zeus_finance,yield,cronos
autofarm,yield_aggregator,cronos
beefy,yield_aggregator,cronos
cgo_finance,yield_aggregator,cronos
crown_finance,yield_aggregator,cronos
darkauto,yield_aggregator,cronos
magik_farm,yield_aggregator,cronos
metacrono,yield_aggregator,cronos
mm_optimizer,yield_aggregator,cronos
pickle,yield_aggregator,cronos
stabil_finance,yield_aggregator,cronos
symbiosis,cross_chain_bridge,cronos_zkevm
xy_finance,cross_chain_bridge,cronos_zkevm
fulcrom_perps,derivatives,cronos_zkevm
moonlander,derivatives,cronos_zkevm
abstradex,dexs,cronos_zkevm
ebisus_bay,dexs,cronos_zkevm
h2_finance_v2,dexs,cronos_zkevm
h2_finance_v3,dexs,cronos_zkevm
marswap,dexs,cronos_zkevm
obsidian,dexs,cronos_zkevm
amply_finance,lending,cronos_zkevm
veno_finance,liquid_staking,cronos_zkevm
microswap,yield,cronos_zkevm
xswap_dex,dexs,crossfi
pholend,lending,crossfi
xassets,rwa,crossfi
xapp,staking_pool,crossfi
xfi_native_staking_protocol,staking_pool,crossfi
ifswap,dexs,csc
oneswap,dexs,csc
waterloan,lending,csc
ifpool,liquid_staking,csc
crypto_lottery,prediction_market,csc
multichain,bridge,cube
o3_swap,cross_chain_bridge,cube
capricorn_finance,dexs,cube
abstradex,dexs,cyber
cyberswap,dexs,cyber
stcyber,liquid_staking,cyber
snowswap_amm,dexs,darwinia
maya_protocol,cross_chain_bridge,dash
openbisea,dexs,dchain
javsphere,derivatives,defichain
defichain_dex,dexs,defichain
defichain_loans,synthetics,defichain
javsphere,derivatives,defichain_evm
vanillaswap_v2,dexs,defichain_evm
vanillaswap_v3,dexs,defichain_evm
gaming_dex,dexs,defiverse
degenswap,dexs,degen
dengendex,dexs,degen
dyorswap,dexs,degen
frogswap_amm,dexs,degen
zenon_finance,dexs,degen
degenfund,farm,degen
frogswap_farm,farm,degen
mint_club_v2,launchpad,degen
rivera_money,liquidity_manager,degen
dexalot_dex,dexs,dexalot
poly_network,bridge,dexit
dexit_finance_swap,dexs,dexit
dxsale,launchpad,dexit
multichain,bridge,dfk
crystalvale,dexs,dfk
dfs_network,dexs,dfs_network
21_co,bridge,doge
coinbase_bridge,bridge,doge
wan_bridge,bridge,doge
arkham_exchange,cex,doge
binance_cex,cex,doge
bitfinex,cex,doge
bitkub,cex,doge
bitlo,cex,doge
bybit,cex,doge
coinsquare,cex,doge
gate,cex,doge
hashkey_exchange,cex,doge
htx,cex,doge
okx,cex,doge
swissborg,cex,doge
zoomex,cex,doge
boringdao,cross_chain_bridge,doge
thorchain_dex,dexs,doge
sosovalue_indexes,indexes,doge
chocodoge,algo_stables,dogechain
cowaii_cash,algo_stables,dogechain
multichain,bridge,dogechain
bourbon_defi,dexs,dogechain
chewyswap,dexs,dogechain
clever_protocol,dexs,dogechain
darkswap,dexs,dogechain
degendex,dexs,dogechain
doge_shrek,dexs,dogechain
dogemuskswap,dexs,dogechain
dogeswaporg,dexs,dogechain
dogium_farm,dexs,dogechain
doglands_swap,dexs,dogechain
dogmoney,dexs,dogechain
donaswap_v2,dexs,dogechain
elonswap,dexs,dogechain
frax_swap,dexs,dogechain
icecreamswap_v2,dexs,dogechain
inuswap,dexs,dogechain
kibbleswap,dexs,dogechain
quickswap_v3,dexs,dogechain
radioshack,dexs,dogechain
stabledoin,dexs,dogechain
sweetswap,dexs,dogechain
wojak_finance,dexs,dogechain
yodeswap,dexs,dogechain
dogedollar,dual_token_stablecoin,dogechain
boneswap,farm,dogechain
dogepup,farm,dogechain
dragonfruit_protocol,farm,dogechain
fruits_of_ryoshi,farm,dogechain
wtfdoge,farm,dogechain
dxsale,launchpad,dogechain
atlantis_loans,lending,dogechain
a51_finance_v2,liquidity_manager,dogechain
mantra_protocol,nft_lending,dogechain
flokifi_locker,token_locker,dogechain
bakedpotatoes,yield,dogechain
kimberlite,yield,dogechain
autobark,yield_aggregator,dogechain
corgi_finance,yield_aggregator,dogechain
darkauto,yield_aggregator,dogechain
doge_compounder,yield_aggregator,dogechain
magik_farm,yield_aggregator,dogechain
matrix_farm,yield_aggregator,dogechain
ampleswap,dexs,dsc
camelot_v2,dexs,duckchain
camelot_v3,dexs,duckchain
duckswap,dexs,duckchain
avalon_finance,lending,duckchain
bybit,cex,dydx
gate,cex,dydx
dydx_v4,derivatives,dydx
stride,liquid_staking,dydx
axelar,bridge,dymension
gate,cex,dymension
dymension_dex,dexs,dymension
stride,liquid_staking,dymension
abcdefx,dexs,echelon
defyswap,dexs,echelon
echswap,dexs,echelon
lockless_protocol,liquid_staking,echelon
guru_network_classic,yield,echelon
echelon_market,lending,echelon_chain
neptune_protocol,cdp,eclipse
invariant,dexs,eclipse
lifinity_v2,dexs,eclipse
orca_dex,dexs,eclipse
skate_amm,dexs,eclipse
solar_dex,dexs,eclipse
umbra,dexs,eclipse
astrol,lending,eclipse
save,lending,eclipse
hedgehog_markets,prediction_market,eclipse
sandglass,yield,eclipse
edbank,cdp,edu_chain
camelot_v2,dexs,edu_chain
camelot_v3,dexs,edu_chain
gainzswap,dexs,edu_chain
sailfish_finance,dexs,edu_chain
blend_finance,lending,edu_chain
moveflow,payments,edu_chain
pencil_finance,rwa_lending,edu_chain
elk,dexs,elastos
glide_finance,dexs,elastos
filda,lending,elastos
electroswap_v2,dexs,electroneum
electroswap_v3,dexs,electroneum
bitfinex,cex,elrond
gate,cex,elrond
latoken,cex,elrond
ashperp,derivatives,elrond
ashswap,dexs,elrond
dx25,dexs,elrond
esdtmarket,dexs,elrond
jexchangedefi,dexs,elrond
one_dex,dexs,elrond
xexchange,dexs,elrond
proteo_defi,farm,elrond
valoro,indexes,elrond
hatom_lending,lending,elrond
jewelswap_leveraged_farming,leveraged_farming,elrond
hatom_liquid_staking,liquid_staking,elrond
hatom_tao_liquid_staking,liquid_staking,elrond
jewelswap_liquid_staking,liquid_staking,elrond
salsa,liquid_staking,elrond
xoxno_liquid_staking,liquid_staking,elrond
jewelswap_nft_lending,nft_lending,elrond
artcpaclub,nft_marketplace,elrond
coindrip,payments,elrond
pulsar_money,payments,elrond
peerme,services,elrond
quantumx_network,services,elrond
hatom_booster,yield,elrond
elys_dex,dexs,elys
elys_earn,lending,elys
elysiumswap,dexs,elysium
embr_bridge,canonical_bridge,embr
empiredex,dexs,empire
endurance_bridge,bridge,endurance
catalist_dex,dexs,endurance
tesseract_world,dexs,endurance
catalist,liquid_staking,endurance
wan_bridge,bridge,energi
nonkyc,cex,energi
energiswap,dexs,energi
gate,cex,energyweb
carbonswap,dexs,energyweb
daoaas,dao_service_provider,eni
nervebridge,bridge,enuls
gate,cex,enuls
pheasantswap,dexs,enuls
nutbox,services,enuls
eos_evm_bridge,bridge,eos
pnetwork,bridge,eos
bitfinex,cex,eos
bybit,cex,eos
gate,cex,eos
hotbit,cex,eos
htx,cex,eos
indodax,cex,eos
kucoin,cex,eos
latoken,cex,eos
zoomex,cex,eos
1dex,dexs,eos
a_dex,dexs,eos
alcor_exchange,dexs,eos
atomichub,dexs,eos
defibox,dexs,eos
dfs_network,dexs,eos
dolphinswap,dexs,eos
ecurve,dexs,eos
newdex,dexs,eos
obswap,dexs,eos
paycash,dexs,eos
vaulta_ram,dexs,eos
whaleex,dexs,eos
pizza,lending,eos
vaulta_rex,lending,eos
vigor,lending,eos
bethash,prediction_market,eos
sportbet,prediction_market,eos
ogx,synthetics,eos
dapp_account_dao,yield,eos
dmd_finance,yield,eos
nervebridge,bridge,eos_evm
gate,cex,eos_evm
meson,cross_chain_bridge,eos_evm
eoswap_finance,dexs,eos_evm
frogge_finance,dexs,eos_evm
jlswap,dexs,eos_evm
metaswap,dexs,eos_evm
neutroswap,dexs,eos_evm
noah_swap,dexs,eos_evm
equilibrium_lending,lending,equilibrium
gluon_gold,algo_stables,ergo
sigmausd,algo_stables,ergo
anetabtc,bridge,ergo
rosen_bridge,bridge,ergo
gate,cex,ergo
ergodex,dexs,ergo
mewfi,dexs,ergo
phoenix_ergo,farm,ergo
ergopad,launchpad,ergo
duckpools,lending,ergo
sigmafi,lending,ergo
sigmao,options,ergo
botto,ai_agents,ethereum
mind_network,ai_agents,ethereum
morpheusai,ai_agents,ethereum
basis_cash,algo_stables,ethereum
beanstalk,algo_stables,ethereum
defidollar_dao,algo_stables,ethereum
fei_protocol,algo_stables,ethereum
frax,algo_stables,ethereum
frax_fpi,algo_stables,ethereum
meme_dollar,algo_stables,ethereum
mento,algo_stables,ethereum
oin_finance,algo_stables,ethereum
opendao,algo_stables,ethereum
spice_trade,algo_stables,ethereum
spot_cash,algo_stables,ethereum
titi_protocol,algo_stables,ethereum
xusd_money,algo_stables,ethereum
zai_finance,algo_stables,ethereum
avalon_cedefi,anchor_btc,ethereum
bedrock_unibtc,anchor_btc,ethereum
satlayer,anchor_btc,ethereum
aegis,basis_trading,ethereum
bitfi_basis,basis_trading,ethereum
bouncebit_cedefi_yield,basis_trading,ethereum
desyn_basis_trading,basis_trading,ethereum
ethena_usde,basis_trading,ethereum
hope_collateral,basis_trading,ethereum
resolv,basis_trading,ethereum
smardex_usdn,basis_trading,ethereum
solv_basis_trading,basis_trading,ethereum
stables_labs_usdx,basis_trading,ethereum
superstate_uscc,basis_trading,ethereum
theo_straddle_vaults,basis_trading,ethereum
zerobase_cedefi,basis_trading,ethereum
ad_astra_bridge,bridge,ethereum
airdao_bridge,bridge,ethereum
alephium_bridge,bridge,ethereum
allbridge_classic,bridge,ethereum
allbridge_core,bridge,ethereum
apechain_bridge,bridge,ethereum
apx_bridge,bridge,ethereum
archon_bridge,bridge,ethereum
aster_bridge,bridge,ethereum
axelar,bridge,ethereum
axelar_cross_chain,bridge,ethereum
bitlayer_bridge,bridge,ethereum
bob_bridge,bridge,ethereum
bridge_lz,bridge,ethereum
bridgekek,bridge,ethereum
bridgem,bridge,ethereum
cbridge,bridge,ethereum
cennznet_bridge,bridge,ethereum
chainport,bridge,ethereum
